Indicator Name,Year,Value,Group
"Prevalence of wasting, weight for height (% of children under 5)",1991,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1991,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1991,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1991,6531.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1991,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1991,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1991,,Demographics
Pregnant women receiving prenatal care (%),1991,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1991,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1991,2.5,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1991,6.8,Mortality
"Incidence of malaria (per 1,000 population at risk)",1991,19.98754659,Demographics
"Community health workers (per 1,000 people)",1991,0.9,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1991,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1991,4266.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1991,,Other Health Indicators
Children (0-14) living with HIV,1991,-0.200262218,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1991,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1991,49.34063051,Mortality
Women's share of population ages 15+ living with HIV (%),1991,24.86519025,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1991,1.779864752,Mortality
"Cause of death, by injury (% of total)",1991,2.57079715,Mortality
Number of deaths ages 15-19 years,1991,10.35772885,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1991,4.03692374,Other Health Indicators
Rural population growth (annual %),1991,6.293442878,Demographics
"Completeness of birth registration, urban (%)",1991,7.321375336,Other Health Indicators
"Population, male (% of total population)",1991,7.096376314,Demographics
"Age dependency ratio, young (% of working-age population)",1991,6.663528336,Demographics
Population ages 15-64 (% of total population),1991,69.96132182,Demographics
"Population ages 15-64, female (% of female population)",1991,68.39936957,Demographics
Population ages 0-14 (% of total population),1991,17.39601544,Demographics
"Population ages 0-14, female (% of female population)",1991,16.73251402,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1991,,Other Health Indicators
Wanted fertility rate (births per woman),1991,,Other Health Indicators
"Life expectancy at birth, male (years)",1991,76.11,Longevity
"Mortality rate, infant (per 1,000 live births)",1991,4.5,Mortality
"Death rate, crude (per 1,000 people)",1991,6.7,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1991,3.866,Other Health Indicators
Prevalence of anemia among pregnant women (%),1991,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1991,,Other Health Indicators
"Physicians (per 1,000 people)",1991,,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1991,71.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1991,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1991,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1991,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1991,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1991,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1991,6.2,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1991,2.1,Mortality
"Cause of death, by non-communicable diseases (% of total)",1991,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1991,,Mortality
Number of deaths ages 5-9 years,1991,1296.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1991,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1991,,Other Health Indicators
"Population, total",1992,124425000.0,Demographics
Urban population,1992,96566243.0,Demographics
Rural population,1992,27858757.0,Demographics
"Population, female",1992,63053775.0,Demographics
Sex ratio at birth (male births per female births),1992,1.059,Other Health Indicators
Population growth (annual %),1992,0.371192387,Demographics
"Population, male",1992,61371225.0,Demographics
Age group distribution -male,1992,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1992,1.966317244,Demographics
"Population ages 05-09, male (% of male population)",1992,5.559424287,Demographics
"Population ages 10-14, male (% of male population)",1992,7.047837049,Demographics
"Population ages 15-19, male (% of male population)",1992,8.794374155,Demographics
"Population ages 20-24, male (% of male population)",1992,6.494698086,Demographics
"Population ages 25-29, male (% of male population)",1992,8.016865062,Demographics
"Population ages 30-34, male (% of male population)",1992,71.65340785,Demographics
"Population ages 35-39, male (% of male population)",1992,8.241471537,Demographics
"Population ages 40-44, male (% of male population)",1992,5.844662352,Demographics
"Population ages 45-49, male (% of male population)",1992,17.53305471,Demographics
"Population ages 50-54, male (% of male population)",1992,5.058640745,Demographics
"Population ages 55-59, male (% of male population)",1992,18.78423958,Demographics
"Population ages 60-64, male (% of male population)",1992,3.499501478,Demographics
"Population ages 65-69, male (% of male population)",1992,6636400.0,Demographics
"Population ages 70-74, male (% of male population)",1992,5.023736869,Demographics
"Population ages 75-79, male (% of male population)",1992,6.384977884,Demographics
"Population ages 80 and above, male (% of male population)",1992,6.384412306,Demographics
age distribution female,1992,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1992,6.170014573,Demographics
"Population ages 05-09, female (% of female population)",1992,7.351192333,Demographics
"Population ages 10-14, female (% of female population)",1992,87078505.0,Demographics
"Population ages 15-19, female (% of female population)",1992,3.908786481,Demographics
"Population ages 20-24, female (% of female population)",1992,43103931.0,Demographics
"Population ages 25-29, female (% of female population)",1992,6.142543183,Demographics
"Population ages 30-34, female (% of female population)",1992,9.8,Demographics
"Population ages 35-39, female (% of female population)",1992,,Demographics
"Population ages 40-44, female (% of female population)",1992,20989460.0,Demographics
"Population ages 45-49, female (% of female population)",1992,10229210.0,Demographics
"Population ages 50-54, female (% of female population)",1992,82.739548,Demographics
"Population ages 55-59, female (% of female population)",1992,13.14609994,Demographics
"Population ages 60-64, female (% of female population)",1992,15.4164195,Demographics
"Population ages 65-69, female (% of female population)",1992,79.0802439,Demographics
"Population ages 70-74, female (% of female population)",1992,,Demographics
"Population ages 75-79, female (% of female population)",1992,4.1,Demographics
"Population ages 80 and above, female (% of female population)",1992,,Demographics
Dependancy,1992,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1992,,Demographics
"Age dependency ratio, old (% of working-age population)",1992,,Demographics
"Population ages 0-14, female",1992,,Demographics
"Population ages 0-14, male (% of male population)",1992,,Demographics
"Population ages 0-14, total",1992,,Demographics
"Population ages 15-64, female",1992,,Demographics
"Population ages 15-64, male (% of male population)",1992,2.984394669,Demographics
"Population ages 15-64, total",1992,16357035.0,Demographics
Population ages 65 and above (% of total population),1992,9720634.0,Demographics
"Population ages 65 and above, female",1992,5.80090624,Demographics
"Population ages 65 and above, male",1992,6.897033903,Demographics
"Population ages 65 and above, total",1992,8.399114179,Demographics
"Survival to age 65, male (% of cohort)",1992,5.996091768,Longevity
"Life expectancy at birth, total (years)",1992,7.383258153,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1992,7.593585786,Mortality
"Birth rate, crude (per 1,000 people)",1992,5.409565055,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1992,4.670885139,Other Health Indicators
Prevalence of undernourishment (% of population),1992,1.5,Demographics
Prevalence of severe food insecurity in the population (%),1992,4.8,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1992,52.54,Healthcare
External health expenditure per capita (current US$),1992,,Healthcare
"External health expenditure per capita, PPP (current international $)",1992,,Healthcare
Current health expenditure per capita (current US$),1992,,Healthcare
Completeness of birth registration (%),1992,,Other Health Indicators
"Completeness of birth registration, female (%)",1992,,Other Health Indicators
"Fertility rate, total (births per woman)",1992,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1992,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1992,,Mortality
"Tuberculosis case detection rate (%, all forms)",1992,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1992,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1992,0.014483384,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1992,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1992,6.7448,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1992,87.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1992,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1992,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1992,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1992,,Other Health Indicators
Lifetime risk of maternal death (%),1992,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1992,,Demographics
"Nurses and midwives (per 1,000 people)",1992,0.7,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1992,7302.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1992,4958.0,Demographics
Children (ages 0-14) newly infected with HIV,1992,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1992,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1992,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1992,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1992,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1992,,Mortality
Number of under-five deaths,1992,,Mortality
Number of deaths ages 20-24 years,1992,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1992,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1992,,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1992,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1992,5.6,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1992,2.6,Other Health Indicators
Low-birthweight babies (% of births),1992,2821.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1992,5236.0,Other Health Indicators
Number of maternal deaths,1992,1142.0,Mortality
"Specialist surgical workforce (per 100,000 population)",1992,,Demographics
"Hospital beds (per 1,000 people)",1992,42.88830521,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1992,91.446664,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1992,82.22,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1992,,Mortality
Number of neonatal deaths,1992,106.506,Mortality
Number of infant deaths,1992,,Mortality
Number of deaths ages 10-14 years,1992,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1992,,Other Health Indicators
Age dependency ratio (% of working-age population),1992,,Demographics
"Survival to age 65, female (% of cohort)",1992,,Longevity
"Life expectancy at birth, female (years)",1992,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1992,,Mortality
Tuberculosis treatment success rate (% of new cases),1992,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1992,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1992,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1992,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1992,6904.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1992,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1992,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1992,,Demographics
Pregnant women receiving prenatal care (%),1992,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1992,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1992,2.4,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1992,6.7,Mortality
"Incidence of malaria (per 1,000 population at risk)",1992,19.34112235,Demographics
"Community health workers (per 1,000 people)",1992,0.9,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1992,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1992,4042.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1992,,Other Health Indicators
Children (0-14) living with HIV,1992,-0.238824322,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1992,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1992,49.32387005,Mortality
Women's share of population ages 15+ living with HIV (%),1992,24.10406564,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1992,1.865780752,Mortality
"Cause of death, by injury (% of total)",1992,2.658070405,Mortality
Number of deaths ages 15-19 years,1992,10.81353744,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1992,4.323369039,Other Health Indicators
Rural population growth (annual %),1992,6.336316437,Demographics
"Completeness of birth registration, urban (%)",1992,7.66010314,Other Health Indicators
"Population, male (% of total population)",1992,6.799441175,Demographics
"Age dependency ratio, young (% of working-age population)",1992,6.702876918,Demographics
Population ages 15-64 (% of total population),1992,69.98473373,Demographics
"Population ages 15-64, female (% of female population)",1992,68.36058713,Demographics
Population ages 0-14 (% of total population),1992,16.86916633,Demographics
"Population ages 0-14, female (% of female population)",1992,16.22299338,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1992,,Other Health Indicators
Wanted fertility rate (births per woman),1992,,Other Health Indicators
"Life expectancy at birth, male (years)",1992,76.09,Longevity
"Mortality rate, infant (per 1,000 live births)",1992,4.4,Mortality
"Death rate, crude (per 1,000 people)",1992,6.9,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1992,4.07,Other Health Indicators
Prevalence of anemia among pregnant women (%),1992,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1992,,Other Health Indicators
"Physicians (per 1,000 people)",1992,1.702,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1992,69.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1992,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1992,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1992,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1992,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1992,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1992,6.1,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1992,2.1,Mortality
"Cause of death, by non-communicable diseases (% of total)",1992,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1992,,Mortality
Number of deaths ages 5-9 years,1992,1240.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1992,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1992,,Other Health Indicators
"Population, total",1993,124829000.0,Demographics
Urban population,1993,97049554.0,Demographics
Rural population,1993,27779446.0,Demographics
"Population, female",1993,63279209.0,Demographics
Sex ratio at birth (male births per female births),1993,1.056,Other Health Indicators
Population growth (annual %),1993,0.324167599,Demographics
"Population, male",1993,61549791.0,Demographics
Age group distribution -male,1993,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1993,1.945326514,Demographics
"Population ages 05-09, male (% of male population)",1993,5.663713818,Demographics
"Population ages 10-14, male (% of male population)",1993,7.3154331,Demographics
"Population ages 15-19, male (% of male population)",1993,8.287630515,Demographics
"Population ages 20-24, male (% of male population)",1993,6.536308752,Demographics
"Population ages 25-29, male (% of male population)",1993,8.149367608,Demographics
"Population ages 30-34, male (% of male population)",1993,71.68329347,Demographics
"Population ages 35-39, male (% of male population)",1993,7.861840285,Demographics
"Population ages 40-44, male (% of male population)",1993,5.683693448,Demographics
"Population ages 45-49, male (% of male population)",1993,17.04771101,Demographics
"Population ages 50-54, male (% of male population)",1993,4.954805316,Demographics
"Population ages 55-59, male (% of male population)",1993,19.50523529,Demographics
"Population ages 60-64, male (% of male population)",1993,3.716325752,Demographics
"Population ages 65-69, male (% of male population)",1993,6936043.0,Demographics
"Population ages 70-74, male (% of male population)",1993,5.150262509,Demographics
"Population ages 75-79, male (% of male population)",1993,6.334123279,Demographics
"Population ages 80 and above, male (% of male population)",1993,6.174741316,Demographics
age distribution female,1993,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1993,6.348753182,Demographics
"Population ages 05-09, female (% of female population)",1993,7.708650792,Demographics
"Population ages 10-14, female (% of female population)",1993,87325791.0,Demographics
"Population ages 15-19, female (% of female population)",1993,4.100564363,Demographics
"Population ages 20-24, female (% of female population)",1993,43204873.0,Demographics
"Population ages 25-29, female (% of female population)",1993,5.934840763,Demographics
"Population ages 30-34, female (% of female population)",1993,9.6,Demographics
"Population ages 35-39, female (% of female population)",1993,,Demographics
"Population ages 40-44, female (% of female population)",1993,20470109.0,Demographics
"Population ages 45-49, female (% of female population)",1993,9977278.0,Demographics
"Population ages 50-54, female (% of female population)",1993,82.906749,Demographics
"Population ages 55-59, female (% of female population)",1993,13.64514717,Demographics
"Population ages 60-64, female (% of female population)",1993,15.95635866,Demographics
"Population ages 65-69, female (% of female population)",1993,79.30365854,Demographics
"Population ages 70-74, female (% of female population)",1993,,Demographics
"Population ages 75-79, female (% of female population)",1993,4.0,Demographics
"Population ages 80 and above, female (% of female population)",1993,,Demographics
Dependancy,1993,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",1993,,Demographics
"Age dependency ratio, old (% of working-age population)",1993,,Demographics
"Population ages 0-14, female",1993,,Demographics
"Population ages 0-14, male (% of male population)",1993,,Demographics
"Population ages 0-14, total",1993,,Demographics
"Population ages 15-64, female",1993,,Demographics
"Population ages 15-64, male (% of male population)",1993,2.989206036,Demographics
"Population ages 15-64, total",1993,17033101.0,Demographics
Population ages 65 and above (% of total population),1993,10097058.0,Demographics
"Population ages 65 and above, female",1993,5.888406206,Demographics
"Population ages 65 and above, male",1993,7.131929834,Demographics
"Population ages 65 and above, total",1993,7.865873468,Demographics
"Survival to age 65, male (% of cohort)",1993,6.01096651,Longevity
"Life expectancy at birth, total (years)",1993,7.54223238,Longevity
"Mortality rate, infant, female (per 1,000 live births)",1993,7.270892981,Mortality
"Birth rate, crude (per 1,000 people)",1993,5.253646002,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),1993,4.578584629,Other Health Indicators
Prevalence of undernourishment (% of population),1993,1.46,Demographics
Prevalence of severe food insecurity in the population (%),1993,4.7,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",1993,51.547,Healthcare
External health expenditure per capita (current US$),1993,,Healthcare
"External health expenditure per capita, PPP (current international $)",1993,,Healthcare
Current health expenditure per capita (current US$),1993,,Healthcare
Completeness of birth registration (%),1993,,Other Health Indicators
"Completeness of birth registration, female (%)",1993,,Other Health Indicators
"Fertility rate, total (births per woman)",1993,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",1993,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",1993,,Mortality
"Tuberculosis case detection rate (%, all forms)",1993,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",1993,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",1993,0.013395957,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",1993,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",1993,,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),1993,85.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",1993,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",1993,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),1993,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",1993,,Other Health Indicators
Lifetime risk of maternal death (%),1993,,Mortality
Use of insecticide-treated bed nets (% of under-5 population),1993,,Demographics
"Nurses and midwives (per 1,000 people)",1993,0.7,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",1993,7079.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1993,4983.0,Demographics
Children (ages 0-14) newly infected with HIV,1993,,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",1993,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),1993,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",1993,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",1993,,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",1993,,Mortality
Number of under-five deaths,1993,,Mortality
Number of deaths ages 20-24 years,1993,,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),1993,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1993,15.60000038,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",1993,,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",1993,5.5,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",1993,2.5,Other Health Indicators
Low-birthweight babies (% of births),1993,2708.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),1993,5093.0,Other Health Indicators
Number of maternal deaths,1993,1090.0,Mortality
"Specialist surgical workforce (per 100,000 population)",1993,,Demographics
"Hospital beds (per 1,000 people)",1993,42.94631583,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",1993,91.567443,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",1993,82.51,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",1993,,Mortality
Number of neonatal deaths,1993,104.812,Mortality
Number of infant deaths,1993,,Mortality
Number of deaths ages 10-14 years,1993,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),1993,,Other Health Indicators
Age dependency ratio (% of working-age population),1993,,Demographics
"Survival to age 65, female (% of cohort)",1993,,Longevity
"Life expectancy at birth, female (years)",1993,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",1993,,Mortality
Tuberculosis treatment success rate (% of new cases),1993,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",1993,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",1993,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",1993,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",1993,7465.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",1993,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1993,,Mortality
Diabetes prevalence (% of population ages 20 to 79),1993,,Demographics
Pregnant women receiving prenatal care (%),1993,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",1993,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",1993,2.3,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),1993,6.6,Mortality
"Incidence of malaria (per 1,000 population at risk)",1993,18.70813679,Demographics
"Community health workers (per 1,000 people)",1993,0.9,Healthcare
"Immunization, HepB3 (% of one-year-old children)",1993,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,1993,3778.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,1993,,Other Health Indicators
Children (0-14) living with HIV,1993,-0.28509567,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",1993,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",1993,49.30728509,Mortality
Women's share of population ages 15+ living with HIV (%),1993,23.44108054,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",1993,1.949764807,Mortality
"Cause of death, by injury (% of total)",1993,2.813799944,Mortality
Number of deaths ages 15-19 years,1993,11.26899552,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",1993,4.560104258,Other Health Indicators
Rural population growth (annual %),1993,6.312246423,Demographics
"Completeness of birth registration, urban (%)",1993,8.049150231,Other Health Indicators
"Population, male (% of total population)",1993,6.608524429,Demographics
"Age dependency ratio, young (% of working-age population)",1993,6.899078304,Demographics
Population ages 15-64 (% of total population),1993,69.95633281,Demographics
"Population ages 15-64, female (% of female population)",1993,68.27656995,Demographics
Population ages 0-14 (% of total population),1993,16.39852002,Demographics
"Population ages 0-14, female (% of female population)",1993,15.76707139,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1993,,Other Health Indicators
Wanted fertility rate (births per woman),1993,,Other Health Indicators
"Life expectancy at birth, male (years)",1993,76.25,Longevity
"Mortality rate, infant (per 1,000 live births)",1993,4.4,Mortality
"Death rate, crude (per 1,000 people)",1993,7.1,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1993,4.101,Other Health Indicators
Prevalence of anemia among pregnant women (%),1993,,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1993,,Other Health Indicators
"Physicians (per 1,000 people)",1993,,Healthcare
"Immunization, measles (% of children ages 12-23 months)",1993,68.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1993,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",1993,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",1993,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",1993,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",1993,,Mortality
"Mortality rate, under-5 (per 1,000 live births)",1993,6.0,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",1993,2.0,Mortality
"Cause of death, by non-communicable diseases (% of total)",1993,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1993,,Mortality
Number of deaths ages 5-9 years,1993,1178.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),1993,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",1993,,Other Health Indicators
"Population, total",1994,125178000.0,Demographics
Urban population,1994,97489878.0,Demographics
Rural population,1994,27688122.0,Demographics
"Population, female",1994,63475938.0,Demographics
Sex ratio at birth (male births per female births),1994,1.055,Other Health Indicators
Population growth (annual %),1994,0.279192364,Demographics
"Population, male",1994,61702062.0,Demographics
Age group distribution -male,1994,,Other Health Indicators
"Population ages 00-04, male (% of male population)",1994,1.959721286,Demographics
"Population ages 05-09, male (% of male population)",1994,5.760888985,Demographics
"Population ages 10-14, male (% of male population)",1994,7.414151212,Demographics
"Population ages 15-19, male (% of male population)",1994,7.795587941,Demographics
"Population ages 20-24, male (% of male population)",1994,6.578836693,Demographics
"Population ages 25-29, male (% of male population)",1994,8.262585164,Demographics
"Population ages 30-34, male (% of male population)",1994,71.64313061,Demographics
"Population ages 35-39, male (% of male population)",1994,7.453758069,Demographics
"Population ages 40-44, male (% of male population)",1994,5.498918112,Demographics
"Population ages 45-49, male (% of male population)",1994,16.62424293,Demographics
"Population ages 50-54, male (% of male population)",1994,4.897007072,Demographics
"Population ages 55-59, male (% of male population)",1994,20.24955587,Demographics
"Population ages 60-64, male (% of male population)",1994,3.923514516,Demographics
"Population ages 65-69, male (% of male population)",1994,7239272.0,Demographics
"Population ages 70-74, male (% of male population)",1994,5.254965518,Demographics
"Population ages 75-79, male (% of male population)",1994,6.311855887,Demographics
"Population ages 80 and above, male (% of male population)",1994,6.08097226,Demographics
age distribution female,1994,,Other Health Indicators
"Population ages 00-04, female (% of female population)",1994,6.492852954,Demographics
