Indicator Name,Year,Value,Group
"Population ages 55-59, male (% of male population)",2014,43.13298871,Demographics
"Population ages 60-64, male (% of male population)",2014,9.611140722,Demographics
"Population ages 65-69, male (% of male population)",2014,14538769.0,Demographics
"Population ages 70-74, male (% of male population)",2014,7.509219703,Demographics
"Population ages 75-79, male (% of male population)",2014,5.849459151,Demographics
"Population ages 80 and above, male (% of male population)",2014,6.69625348,Demographics
age distribution female,2014,,Other Health Indicators
"Population ages 00-04, female (% of female population)",2014,4.91887668,Demographics
"Population ages 05-09, female (% of female population)",2014,6.372525523,Demographics
"Population ages 10-14, female (% of female population)",2014,77387735.0,Demographics
"Population ages 15-19, female (% of female population)",2014,6.485778141,Demographics
"Population ages 20-24, female (% of female population)",2014,38195235.0,Demographics
"Population ages 25-29, female (% of female population)",2014,4.378473931,Demographics
"Population ages 30-34, female (% of female population)",2014,8.0,Demographics
"Population ages 35-39, female (% of female population)",2014,,Demographics
"Population ages 40-44, female (% of female population)",2014,16508622.0,Demographics
"Population ages 45-49, female (% of female population)",2014,8031318.0,Demographics
"Population ages 50-54, female (% of female population)",2014,88.421175,Demographics
"Population ages 55-59, female (% of female population)",2014,26.22618834,Demographics
"Population ages 60-64, female (% of female population)",2014,28.95592295,Demographics
"Population ages 65-69, female (% of female population)",2014,83.58780488,Demographics
"Population ages 70-74, female (% of female population)",2014,4121.211426,Demographics
"Population ages 75-79, female (% of female population)",2014,2.0,Demographics
"Population ages 80 and above, female (% of female population)",2014,2.5,Demographics
Dependancy,2014,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",2014,,Demographics
"Age dependency ratio, old (% of working-age population)",2014,672.9093424,Demographics
"Population ages 0-14, female",2014,0.0,Demographics
"Population ages 0-14, male (% of male population)",2014,0.0,Demographics
"Population ages 0-14, total",2014,,Demographics
"Population ages 15-64, female",2014,,Demographics
"Population ages 15-64, male (% of male population)",2014,5.349784382,Demographics
"Population ages 15-64, total",2014,33379643.0,Demographics
Population ages 65 and above (% of total population),2014,18840874.0,Demographics
"Population ages 65 and above, female",2014,6.952450272,Demographics
"Population ages 65 and above, male",2014,5.881685418,Demographics
"Population ages 65 and above, total",2014,7.505311001,Demographics
"Survival to age 65, male (% of cohort)",2014,5.580900275,Longevity
"Life expectancy at birth, total (years)",2014,4.454838991,Longevity
"Mortality rate, infant, female (per 1,000 live births)",2014,4.48870699,Mortality
"Birth rate, crude (per 1,000 people)",2014,4.08394808,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),2014,3.880647261,Other Health Indicators
Prevalence of undernourishment (% of population),2014,1.42,Demographics
Prevalence of severe food insecurity in the population (%),2014,2.2,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",2014,38.752,Healthcare
External health expenditure per capita (current US$),2014,87.0,Healthcare
"External health expenditure per capita, PPP (current international $)",2014,,Healthcare
Current health expenditure per capita (current US$),2014,12.34,Healthcare
Completeness of birth registration (%),2014,5.6,Other Health Indicators
"Completeness of birth registration, female (%)",2014,1.4,Other Health Indicators
"Fertility rate, total (births per woman)",2014,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",2014,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",2014,,Mortality
"Tuberculosis case detection rate (%, all forms)",2014,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",2014,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",2014,0.006097612,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",2014,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",2014,11.18,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),2014,96.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",2014,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",2014,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),2014,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",2014,,Other Health Indicators
Lifetime risk of maternal death (%),2014,6.0,Mortality
Use of insecticide-treated bed nets (% of under-5 population),2014,,Demographics
"Nurses and midwives (per 1,000 people)",2014,0.4,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",2014,2917.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",2014,2245.0,Demographics
Children (ages 0-14) newly infected with HIV,2014,19.1,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",2014,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),2014,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",2014,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",2014,1.5,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",2014,,Mortality
Number of under-five deaths,2014,,Mortality
Number of deaths ages 20-24 years,2014,11.07342246,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),2014,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",2014,13.18,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",2014,9.0,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",2014,2.7,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",2014,1.9,Other Health Indicators
Low-birthweight babies (% of births),2014,952.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),2014,2102.0,Other Health Indicators
Number of maternal deaths,2014,503.0,Mortality
"Specialist surgical workforce (per 100,000 population)",2014,18.9,Demographics
"Hospital beds (per 1,000 people)",2014,64.46533808,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",2014,94.002517,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",2014,86.83,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",2014,,Mortality
Number of neonatal deaths,2014,72.613,Mortality
Number of infant deaths,2014,53.0,Mortality
Number of deaths ages 10-14 years,2014,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),2014,,Other Health Indicators
Age dependency ratio (% of working-age population),2014,,Demographics
"Survival to age 65, female (% of cohort)",2014,,Longevity
"Life expectancy at birth, female (years)",2014,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",2014,,Mortality
Tuberculosis treatment success rate (% of new cases),2014,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",2014,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",2014,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",2014,,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",2014,16400.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",2014,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2014,,Mortality
Diabetes prevalence (% of population ages 20 to 79),2014,,Demographics
Pregnant women receiving prenatal care (%),2014,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",2014,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",2014,1.0,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),2014,3.0,Mortality
"Incidence of malaria (per 1,000 population at risk)",2014,7.742994992,Demographics
"Community health workers (per 1,000 people)",2014,0.4,Healthcare
"Immunization, HepB3 (% of one-year-old children)",2014,,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,2014,1252.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,2014,10.84,Other Health Indicators
Children (0-14) living with HIV,2014,-1.02565647,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",2014,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",2014,48.87690788,Mortality
Women's share of population ages 15+ living with HIV (%),2014,21.33234937,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",2014,5.411307595,Mortality
"Cause of death, by injury (% of total)",2014,6.038830498,Mortality
Number of deaths ages 15-19 years,2014,23.37100623,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",2014,7.420676313,Other Health Indicators
Rural population growth (annual %),2014,6.217332029,Demographics
"Completeness of birth registration, urban (%)",2014,6.936392595,Other Health Indicators
"Population, male (% of total population)",2014,7.1330232,Demographics
"Age dependency ratio, young (% of working-age population)",2014,5.323849435,Demographics
Population ages 15-64 (% of total population),2014,60.80308539,Demographics
"Population ages 15-64, female (% of female population)",2014,58.70100778,Demographics
Population ages 0-14 (% of total population),2014,12.97072627,Demographics
"Population ages 0-14, female (% of female population)",2014,12.34306927,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2014,,Other Health Indicators
Wanted fertility rate (births per woman),2014,,Other Health Indicators
"Life expectancy at birth, male (years)",2014,80.5,Longevity
"Mortality rate, infant (per 1,000 live births)",2014,2.1,Mortality
"Death rate, crude (per 1,000 people)",2014,10.1,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",2014,4.325,Other Health Indicators
Prevalence of anemia among pregnant women (%),2014,27.6,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),2014,,Other Health Indicators
"Physicians (per 1,000 people)",2014,2.354,Healthcare
"Immunization, measles (% of children ages 12-23 months)",2014,98.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2014,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",2014,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",2014,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",2014,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",2014,11.9,Mortality
"Mortality rate, under-5 (per 1,000 live births)",2014,2.9,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",2014,1.0,Mortality
"Cause of death, by non-communicable diseases (% of total)",2014,,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2014,,Mortality
Number of deaths ages 5-9 years,2014,448.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),2014,15.7,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",2014,,Other Health Indicators
"Population, total",2015,127141000.0,Demographics
Urban population,2015,116182717.0,Demographics
Rural population,2015,10958283.0,Demographics
"Population, female",2015,65002478.0,Demographics
Sex ratio at birth (male births per female births),2015,1.054,Other Health Indicators
Population growth (annual %),2015,-0.106124994,Demographics
"Population, male",2015,62138522.0,Demographics
Age group distribution -male,2015,,Other Health Indicators
"Population ages 00-04, male (% of male population)",2015,4.654584217,Demographics
"Population ages 05-09, male (% of male population)",2015,6.849836713,Demographics
"Population ages 10-14, male (% of male population)",2015,6.498638305,Demographics
"Population ages 15-19, male (% of male population)",2015,8.10141781,Demographics
"Population ages 20-24, male (% of male population)",2015,5.835488686,Demographics
"Population ages 25-29, male (% of male population)",2015,4.868380856,Demographics
"Population ages 30-34, male (% of male population)",2015,62.44780135,Demographics
"Population ages 35-39, male (% of male population)",2015,4.985275247,Demographics
"Population ages 40-44, male (% of male population)",2015,4.490578237,Demographics
"Population ages 45-49, male (% of male population)",2015,13.49692664,Demographics
"Population ages 50-54, male (% of male population)",2015,4.222373101,Demographics
"Population ages 55-59, male (% of male population)",2015,44.6983767,Demographics
"Population ages 60-64, male (% of male population)",2015,9.957788159,Demographics
"Population ages 65-69, male (% of male population)",2015,14947590.0,Demographics
"Population ages 70-74, male (% of male population)",2015,7.945780847,Demographics
"Population ages 75-79, male (% of male population)",2015,5.81147102,Demographics
"Population ages 80 and above, male (% of male population)",2015,6.41686801,Demographics
age distribution female,2015,,Other Health Indicators
"Population ages 00-04, female (% of female population)",2015,4.785268792,Demographics
"Population ages 05-09, female (% of female population)",2015,6.52698776,Demographics
"Population ages 10-14, female (% of female population)",2015,76580356.0,Demographics
"Population ages 15-19, female (% of female population)",2015,6.284581083,Demographics
"Population ages 20-24, female (% of female population)",2015,37776215.0,Demographics
"Population ages 25-29, female (% of female population)",2015,4.323842044,Demographics
"Population ages 30-34, female (% of female population)",2015,8.0,Demographics
"Population ages 35-39, female (% of female population)",2015,,Demographics
"Population ages 40-44, female (% of female population)",2015,16330468.0,Demographics
"Population ages 45-49, female (% of female population)",2015,7943678.0,Demographics
"Population ages 50-54, female (% of female population)",2015,88.789764,Demographics
"Population ages 55-59, female (% of female population)",2015,26.92300342,Demographics
"Population ages 60-64, female (% of female population)",2015,29.66438491,Demographics
"Population ages 65-69, female (% of female population)",2015,83.79390244,Demographics
"Population ages 70-74, female (% of female population)",2015,3754.181152,Demographics
"Population ages 75-79, female (% of female population)",2015,1.9,Demographics
"Population ages 80 and above, female (% of female population)",2015,2.7,Demographics
Dependancy,2015,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",2015,0.0,Demographics
"Age dependency ratio, old (% of working-age population)",2015,699.0499033,Demographics
"Population ages 0-14, female",2015,0.0,Demographics
"Population ages 0-14, male (% of male population)",2015,0.0,Demographics
"Population ages 0-14, total",2015,,Demographics
"Population ages 15-64, female",2015,,Demographics
"Population ages 15-64, male (% of male population)",2015,5.476234821,Demographics
"Population ages 15-64, total",2015,34230176.0,Demographics
Population ages 65 and above (% of total population),2015,19282585.0,Demographics
"Population ages 65 and above, female",2015,6.596386877,Demographics
"Population ages 65 and above, male",2015,5.9863788,Demographics
"Population ages 65 and above, total",2015,7.572033126,Demographics
"Survival to age 65, male (% of cohort)",2015,5.465235371,Longevity
"Life expectancy at birth, total (years)",2015,4.453057731,Longevity
"Mortality rate, infant, female (per 1,000 live births)",2015,4.501350812,Mortality
"Birth rate, crude (per 1,000 people)",2015,4.067840307,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),2015,3.828894441,Other Health Indicators
Prevalence of undernourishment (% of population),2015,1.45,Demographics
Prevalence of severe food insecurity in the population (%),2015,2.1,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",2015,37.142,Healthcare
External health expenditure per capita (current US$),2015,87.0,Healthcare
"External health expenditure per capita, PPP (current international $)",2015,,Healthcare
Current health expenditure per capita (current US$),2015,11.47,Healthcare
Completeness of birth registration (%),2015,5.5,Other Health Indicators
"Completeness of birth registration, female (%)",2015,1.4,Other Health Indicators
"Fertility rate, total (births per woman)",2015,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",2015,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",2015,,Mortality
"Tuberculosis case detection rate (%, all forms)",2015,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",2015,34.6,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",2015,0.005864905,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",2015,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",2015,,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),2015,96.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",2015,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",2015,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),2015,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",2015,,Other Health Indicators
Lifetime risk of maternal death (%),2015,5.8,Mortality
Use of insecticide-treated bed nets (% of under-5 population),2015,,Demographics
"Nurses and midwives (per 1,000 people)",2015,0.4,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",2015,2779.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",2015,2165.0,Demographics
Children (ages 0-14) newly infected with HIV,2015,19.0,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",2015,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),2015,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",2015,,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",2015,1.5,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",2015,,Mortality
Number of under-five deaths,2015,,Mortality
Number of deaths ages 20-24 years,2015,11.09415059,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),2015,22.8,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",2015,13.15,Other Health Indicators
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",2015,8.7,Other Health Indicators
"Prevalence of overweight, weight for height, female (% of children under 5)",2015,2.6,Other Health Indicators
"Prevalence of underweight, weight for age (% of children under 5)",2015,1.8,Other Health Indicators
Low-birthweight babies (% of births),2015,920.0,Other Health Indicators
Prevalence of current tobacco use (% of adults),2015,2007.0,Other Health Indicators
Number of maternal deaths,2015,489.0,Mortality
"Specialist surgical workforce (per 100,000 population)",2015,18.8,Demographics
"Hospital beds (per 1,000 people)",2015,66.0229942,Healthcare
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",2015,94.234027,Mortality
"Mortality rate, under-5, female (per 1,000 live births)",2015,86.99,Mortality
"Probability of dying among youth ages 20-24 years (per 1,000)",2015,,Mortality
Number of neonatal deaths,2015,70.19,Mortality
Number of infant deaths,2015,53.0,Mortality
Number of deaths ages 10-14 years,2015,,Mortality
Prevalence of anemia among non-pregnant women (% of women ages 15-49),2015,,Other Health Indicators
Age dependency ratio (% of working-age population),2015,,Demographics
"Survival to age 65, female (% of cohort)",2015,,Longevity
"Life expectancy at birth, female (years)",2015,,Longevity
"Mortality rate, adult, male (per 1,000 male adults)",2015,,Mortality
Tuberculosis treatment success rate (% of new cases),2015,,Other Health Indicators
"Prevalence of wasting, weight for height (% of children under 5)",2015,,Other Health Indicators
"Prevalence of stunting, height for age (% of children under 5)",2015,,Other Health Indicators
"Prevalence of stunting, height for age, male (% of children under 5)",2015,11.0,Other Health Indicators
"Prevalence of overweight, weight for height (% of children under 5)",2015,17051.0,Other Health Indicators
"Prevalence of overweight, weight for height, male (% of children under 5)",2015,,Other Health Indicators
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",2015,,Mortality
Diabetes prevalence (% of population ages 20 to 79),2015,,Demographics
Pregnant women receiving prenatal care (%),2015,,Other Health Indicators
"Number of surgical procedures (per 100,000 population)",2015,,Demographics
"Prevalence of current tobacco use, females (% of female adults)",2015,0.9,Other Health Indicators
Lifetime risk of maternal death (1 in: rate varies by country),2015,2.9,Mortality
"Incidence of malaria (per 1,000 population at risk)",2015,7.500325063,Demographics
"Community health workers (per 1,000 people)",2015,0.4,Healthcare
"Immunization, HepB3 (% of one-year-old children)",2015,5.276610452,Other Health Indicators
Young people (ages 15-24) newly infected with HIV,2015,1217.0,Other Health Indicators
Adults (ages 15-49) newly infected with HIV,2015,10.79,Other Health Indicators
Children (0-14) living with HIV,2015,-0.995531554,Other Health Indicators
"Mortality rate, neonatal (per 1,000 live births)",2015,,Mortality
"Mortality rate, under-5, male (per 1,000 live births)",2015,48.87370876,Mortality
Women's share of population ages 15+ living with HIV (%),2015,21.3246175,Demographics
"Probability of dying among children ages 5-9 years (per 1,000)",2015,5.677820678,Mortality
"Cause of death, by injury (% of total)",2015,5.87573501,Mortality
Number of deaths ages 15-19 years,2015,24.055272,Mortality
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",2015,7.847132099,Other Health Indicators
Rural population growth (annual %),2015,6.198304433,Demographics
"Completeness of birth registration, urban (%)",2015,7.089216736,Other Health Indicators
"Population, male (% of total population)",2015,6.834989702,Demographics
"Age dependency ratio, young (% of working-age population)",2015,5.186252865,Demographics
Population ages 15-64 (% of total population),2015,60.23262029,Demographics
"Population ages 15-64, female (% of female population)",2015,58.1150383,Demographics
Population ages 0-14 (% of total population),2015,12.8443763,Demographics
"Population ages 0-14, female (% of female population)",2015,12.22057679,Demographics
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),2015,,Other Health Indicators
Wanted fertility rate (births per woman),2015,,Other Health Indicators
"Life expectancy at birth, male (years)",2015,80.75,Longevity
"Mortality rate, infant (per 1,000 live births)",2015,2.0,Mortality
"Death rate, crude (per 1,000 people)",2015,10.3,Mortality
"Adolescent fertility rate (births per 1,000 women ages 15-19)",2015,4.04,Other Health Indicators
Prevalence of anemia among pregnant women (%),2015,27.1,Other Health Indicators
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),2015,,Other Health Indicators
"Physicians (per 1,000 people)",2015,,Healthcare
"Immunization, measles (% of children ages 12-23 months)",2015,96.0,Other Health Indicators
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2015,,Demographics
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,Other Health Indicators
"Prevalence of HIV, male (% ages 15-24)",2015,,Other Health Indicators
"People using safely managed drinking water services, urban (% of urban population)",2015,,Demographics
"People using at least basic drinking water services, rural (% of rural population)",2015,,Demographics
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",2015,11.6,Mortality
"Mortality rate, under-5 (per 1,000 live births)",2015,2.8,Mortality
"Probability of dying among adolescents ages 15-19 years (per 1,000)",2015,1.0,Mortality
"Cause of death, by non-communicable diseases (% of total)",2015,81.5693595,Mortality
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2015,13.15402994,Mortality
Number of deaths ages 5-9 years,2015,432.0,Mortality
Prevalence of anemia among children (% of children ages 6-59 months),2015,15.8,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",2015,,Other Health Indicators
"Population, total",2016,127076000.0,Demographics
Urban population,2016,116219897.0,Demographics
Rural population,2016,10856103.0,Demographics
"Population, female",2016,64970302.0,Demographics
Sex ratio at birth (male births per female births),2016,1.053,Other Health Indicators
Population growth (annual %),2016,-0.051137415,Demographics
"Population, male",2016,62105698.0,Demographics
Age group distribution -male,2016,,Other Health Indicators
"Population ages 00-04, male (% of male population)",2016,4.841272655,Demographics
"Population ages 05-09, male (% of male population)",2016,6.564155824,Demographics
"Population ages 10-14, male (% of male population)",2016,6.513660003,Demographics
"Population ages 15-19, male (% of male population)",2016,8.015495329,Demographics
"Population ages 20-24, male (% of male population)",2016,5.740032778,Demographics
"Population ages 25-29, male (% of male population)",2016,4.882528246,Demographics
"Population ages 30-34, male (% of male population)",2016,61.98307354,Demographics
"Population ages 35-39, male (% of male population)",2016,5.007024746,Demographics
"Population ages 40-44, male (% of male population)",2016,4.483590906,Demographics
"Population ages 45-49, male (% of male population)",2016,13.37272275,Demographics
"Population ages 50-54, male (% of male population)",2016,4.170066752,Demographics
"Population ages 55-59, male (% of male population)",2016,46.03389257,Demographics
"Population ages 60-64, male (% of male population)",2016,10.30399138,Demographics
"Population ages 65-69, male (% of male population)",2016,15305455.0,Demographics
"Population ages 70-74, male (% of male population)",2016,8.048057269,Demographics
"Population ages 75-79, male (% of male population)",2016,5.78083545,Demographics
"Population ages 80 and above, male (% of male population)",2016,6.176179634,Demographics
age distribution female,2016,,Other Health Indicators
"Population ages 00-04, female (% of female population)",2016,4.691102536,Demographics
"Population ages 05-09, female (% of female population)",2016,6.848203682,Demographics
"Population ages 10-14, female (% of female population)",2016,75946619.0,Demographics
"Population ages 15-19, female (% of female population)",2016,6.254752879,Demographics
"Population ages 20-24, female (% of female population)",2016,37451598.0,Demographics
"Population ages 25-29, female (% of female population)",2016,4.263708719,Demographics
"Population ages 30-34, female (% of female population)",2016,7.8,Demographics
"Population ages 35-39, female (% of female population)",2016,,Demographics
"Population ages 40-44, female (% of female population)",2016,16168196.0,Demographics
"Population ages 45-49, female (% of female population)",2016,7862973.0,Demographics
"Population ages 50-54, female (% of female population)",2016,89.027138,Demographics
"Population ages 55-59, female (% of female population)",2016,27.51202814,Demographics
"Population ages 60-64, female (% of female population)",2016,30.25340737,Demographics
"Population ages 65-69, female (% of female population)",2016,83.98487805,Demographics
"Population ages 70-74, female (% of female population)",2016,4194.228027,Demographics
"Population ages 75-79, female (% of female population)",2016,1.9,Demographics
"Population ages 80 and above, female (% of female population)",2016,2.7,Demographics
Dependancy,2016,,Other Health Indicators
"Population ages 65 and above, female (% of female population)",2016,0.0,Demographics
"Age dependency ratio, old (% of working-age population)",2016,690.2853188,Demographics
"Population ages 0-14, female",2016,0.0,Demographics
"Population ages 0-14, male (% of male population)",2016,0.0,Demographics
"Population ages 0-14, total",2016,,Demographics
"Population ages 15-64, female",2016,,Demographics
"Population ages 15-64, male (% of male population)",2016,5.646605835,Demographics
"Population ages 15-64, total",2016,34961185.0,Demographics
Population ages 65 and above (% of total population),2016,19655730.0,Demographics
"Population ages 65 and above, female",2016,6.307027629,Demographics
"Population ages 65 and above, male",2016,5.99274926,Demographics
"Population ages 65 and above, total",2016,7.501931453,Demographics
"Survival to age 65, male (% of cohort)",2016,5.364437857,Longevity
"Life expectancy at birth, total (years)",2016,4.461070874,Longevity
"Mortality rate, infant, female (per 1,000 live births)",2016,4.5206426,Mortality
"Birth rate, crude (per 1,000 people)",2016,4.056967702,Other Health Indicators
Vitamin A supplementation coverage rate (% of children ages 6-59 months),2016,3.781735236,Other Health Indicators
Prevalence of undernourishment (% of population),2016,1.44,Demographics
Prevalence of severe food insecurity in the population (%),2016,2.0,Demographics
"Domestic private health expenditure per capita, PPP (current international $)",2016,36.993,Healthcare
External health expenditure per capita (current US$),2016,87.0,Healthcare
"External health expenditure per capita, PPP (current international $)",2016,,Healthcare
Current health expenditure per capita (current US$),2016,10.59,Healthcare
Completeness of birth registration (%),2016,5.3,Other Health Indicators
"Completeness of birth registration, female (%)",2016,1.4,Other Health Indicators
"Fertility rate, total (births per woman)",2016,,Other Health Indicators
"Mortality rate, infant, male (per 1,000 live births)",2016,,Mortality
"Mortality rate, adult, female (per 1,000 female adults)",2016,,Mortality
"Tuberculosis case detection rate (%, all forms)",2016,,Other Health Indicators
"Prevalence of severe wasting, weight for height, female (% of children under 5)",2016,,Other Health Indicators
"Suicide mortality rate, female (per 100,000 female population)",2016,0.005603106,Demographics
"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",2016,,Other Health Indicators
"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",2016,11.59,Other Health Indicators
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),2016,99.0,Other Health Indicators
"Maternal mortality ratio (national estimate, per 100,000 live births)",2016,,Mortality
"Prevalence of underweight, weight for age, female (% of children under 5)",2016,,Other Health Indicators
Exclusive breastfeeding (% of children under 6 months),2016,,Other Health Indicators
"Prevalence of current tobacco use, males (% of male adults)",2016,,Other Health Indicators
Lifetime risk of maternal death (%),2016,5.9,Mortality
Use of insecticide-treated bed nets (% of under-5 population),2016,,Demographics
"Nurses and midwives (per 1,000 people)",2016,0.4,Healthcare
"Immunization, DPT (% of children ages 12-23 months)",2016,2651.0,Other Health Indicators
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",2016,2107.0,Demographics
Children (ages 0-14) newly infected with HIV,2016,18.7,Other Health Indicators
"Prevalence of HIV, female (% ages 15-24)",2016,,Other Health Indicators
Demand for family planning satisfied by modern methods (% of married women with demand for family planning),2016,,Other Health Indicators
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",2016,15.13889,Mortality
"Prevalence of HIV, total (% of population ages 15-49)",2016,1.5,Demographics
"Probability of dying among adolescents ages 10-14 years (per 1,000)",2016,,Mortality
Number of under-five deaths,2016,,Mortality
Number of deaths ages 20-24 years,2016,11.1235173,Mortality
Prevalence of anemia among women of reproductive age (% of women ages 15-49),2016,,Other Health Indicators
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",2016,13.11,Other Health Indicators
